,Restaurant Name,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes
5372,Hang Out,New Delhi,"Pacific Mall, Tagore Garden",77.1065198,28.6421902,"Italian, Continental, Fast Food, North Indian",1000.0,Yes,No,No,3,0.0,White,Not rated,3
5373,Mx Corn,New Delhi,"Pacific Mall, Tagore Garden",77.1064741,28.6423346,Fast Food,100.0,No,No,No,1,0.0,White,Not rated,1
5375,Al-Sameer,New Delhi,Paharganj,77.21546111,28.64599167,"North Indian, Mughlai",400.0,No,No,No,1,2.9,Orange,Average,5
5376,Allure,New Delhi,Paharganj,77.21439444,28.64486111,"North Indian, Chinese, Finger Food",600.0,No,No,No,2,2.8,Orange,Average,6
5377,BarShala,New Delhi,Paharganj,77.224386,28.641786,Finger Food,600.0,No,No,No,2,3.1,Orange,Average,14
5378,Bikaner House,New Delhi,Paharganj,77.2110097,28.6407217,"North Indian, Street Food, Fast Food, Chinese, South Indian, Mithai",500.0,No,No,No,2,3.0,Orange,Average,4
5379,Cafe Coffee Day,New Delhi,Paharganj,77.22227074,28.6429341,Cafe,450.0,No,No,No,1,2.7,Orange,Average,16
5380,Cafe CoffeeCo,New Delhi,Paharganj,77.2113691,28.6406664,Cafe,350.0,No,No,No,1,3.4,Orange,Average,21
5381,Cafe Festa,New Delhi,Paharganj,77.2102911,28.6409218,"Cafe, North Indian, Fast Food",600.0,No,Yes,No,2,3.2,Orange,Average,38
5382,Cheers Lounge Bar,New Delhi,Paharganj,77.2104708,28.6402223,"North Indian, Chinese",1100.0,Yes,No,No,3,2.8,Orange,Average,8
5383,Chowmein Hut,New Delhi,Paharganj,77.21226389,28.64379167,Chinese,200.0,No,No,No,1,2.9,Orange,Average,4
5384,Club India Cafe & Restaurant,New Delhi,Paharganj,77.21339095,28.64084258,"North Indian, Fast Food, Chinese, Japanese, Asian, Italian",900.0,Yes,No,No,2,2.9,Orange,Average,32
5385,Domino's Pizza,New Delhi,Paharganj,77.21074697,28.64558376,"Pizza, Fast Food",700.0,No,No,No,2,3.1,Orange,Average,29
5386,Everest Bakery Cafe,New Delhi,Paharganj,77.21537778,28.64251389,"Cafe, Fast Food, Asian, Italian",700.0,No,No,No,2,2.8,Orange,Average,19
5387,Everest Kitchen,New Delhi,Paharganj,77.21334167,28.64106944,"North Indian, Chinese, Tibetan, Italian, Fast Food",550.0,No,No,No,2,3.2,Orange,Average,18
5388,Exotic Rooftop Restaurant,New Delhi,Paharganj,77.21350629,28.64102619,"Chinese, Thai, Seafood, North Indian, Italian",600.0,No,Yes,No,2,3.0,Orange,Average,5
5389,Flavours,New Delhi,Paharganj,77.21406352,28.64601747,"North Indian, Chinese, South Indian",500.0,No,No,No,2,2.9,Orange,Average,11
5390,Gagan Assam Bengal Restaurant,New Delhi,Paharganj,77.21419964,28.64588388,"North Indian, Bengali",300.0,No,No,No,1,2.9,Orange,Average,7
5391,Gold Resto Bar,New Delhi,Paharganj,77.21711855,28.6417221,"North Indian, Chinese",850.0,Yes,No,No,2,2.9,Orange,Average,8
5392,Grand Madras Cafe,New Delhi,Paharganj,77.21133538,28.64665684,South Indian,250.0,No,No,No,1,2.9,Orange,Average,4
5393,Green Chilli,New Delhi,Paharganj,77.21048,28.6418801,"North Indian, Chinese, Continental",800.0,Yes,No,No,2,2.8,Orange,Average,17
5394,Gurdev Punjabi Restaurant,New Delhi,Paharganj,77.21650167,28.64538,North Indian,200.0,No,No,No,1,3.0,Orange,Average,8
5395,Haji Irshad Biryani Centre,New Delhi,Paharganj,77.20943915,28.62486609,Biryani,200.0,No,No,No,1,3.0,Orange,Average,6
5397,Janta Sweets,New Delhi,Paharganj,77.21159454,28.64754161,"Street Food, Mithai",200.0,No,No,No,1,3.0,Orange,Average,9
5398,Khosla Cafe,New Delhi,Paharganj,77.2112792,28.6407474,"North Indian, Chinese, Fast Food",400.0,No,No,No,1,3.2,Orange,Average,18
5399,King Bar & Restaurant,New Delhi,Paharganj,77.21226476,28.64533983,"North Indian, Chinese, Continental",900.0,Yes,No,No,2,3.0,Orange,Average,10
5400,Le Fairway Restaurant & Bar,New Delhi,Paharganj,77.21077781,28.64423731,"North Indian, Continental",1000.0,Yes,No,No,3,3.1,Orange,Average,17
5401,Madan Cafe & Restaurant,New Delhi,Paharganj,77.21124167,28.640825,"North Indian, Chinese, Fast Food",300.0,No,No,No,1,3.1,Orange,Average,28
5402,Malhotra Restaurant,New Delhi,Paharganj,77.2103809,28.64102,"North Indian, Chinese, Continental, Italian",800.0,Yes,No,No,2,2.9,Orange,Average,32
5403,Metropolis Bar,New Delhi,Paharganj,77.21045556,28.64062222,"Chinese, Continental, North Indian",700.0,No,No,No,2,3.0,Orange,Average,22
5404,Mikky Restaurant,New Delhi,Paharganj,77.21796833,28.64574667,North Indian,800.0,No,No,No,2,2.8,Orange,Average,18
5405,Mourya Sweets Chat Bhandar,New Delhi,Paharganj,77.20978611,28.64710556,"Fast Food, Chinese, Mithai, Street Food",200.0,No,No,No,1,2.9,Orange,Average,4
5406,My Bar & Restaurant,New Delhi,Paharganj,77.2107852,28.640745,"North Indian, Chinese, Italian, Continental",700.0,No,No,No,2,3.2,Orange,Average,679
5407,My Love Restaurant & Bar,New Delhi,Paharganj,77.2094826,28.638784,"North Indian, Mughlai, Chinese",1000.0,Yes,No,No,3,2.7,Orange,Average,19
5408,Organic German Bakeshop - Brown Bread Bakery,New Delhi,Paharganj,77.2122674,28.6408418,"Fast Food, Continental, Italian, Bakery",600.0,No,No,No,2,3.2,Orange,Average,22
5409,Paankhuri Restaurant,New Delhi,Paharganj,77.21423384,28.64522214,North Indian,500.0,No,No,No,2,3.0,Orange,Average,5
5410,Pardeep Corner,New Delhi,Paharganj,77.21111389,28.64571111,North Indian,300.0,No,No,No,1,3.3,Orange,Average,25
5411,Pehalwan Da Hotel,New Delhi,Paharganj,77.21426713,28.64784229,Mughlai,350.0,No,No,No,1,3.1,Orange,Average,6
5412,Pizza Hut Delivery,New Delhi,Paharganj,77.21523765,28.64436148,"Italian, Pizza, Fast Food",800.0,No,Yes,No,2,2.8,Orange,Average,26
5413,Re Cafe,New Delhi,Paharganj,77.21764829,28.64569263,"Continental, Fast Food",1300.0,Yes,No,No,3,3.1,Orange,Average,14
5414,Rumi Amritsari Naan,New Delhi,Paharganj,77.2104258,28.6421442,"North Indian, Chinese",200.0,No,No,No,1,3.2,Orange,Average,12
5415,Sagar Bar-Be Que,New Delhi,Paharganj,77.21072584,28.64012372,"North Indian, Mughlai",500.0,No,Yes,No,2,2.7,Orange,Average,37
5416,Satyam Rooftop Restaurant,New Delhi,Paharganj,77.21341833,28.64063,"North Indian, Chinese, Fast Food",600.0,No,No,No,2,2.9,Orange,Average,9
5417,Sethi Restaurant,New Delhi,Paharganj,77.21133667,28.64541167,"North Indian, Mughlai",800.0,No,No,No,2,2.8,Orange,Average,8
5419,Sonu South Indian Restaurant,New Delhi,Paharganj,77.21123043,28.64613634,"South Indian, North Indian",300.0,No,No,No,1,2.9,Orange,Average,8
5420,Southern Welcome Restaurant,New Delhi,Paharganj,77.21554611,28.64581886,"South Indian, North Indian",250.0,No,No,No,1,2.7,Orange,Average,7
5421,Swagat Dhaba,New Delhi,Paharganj,77.2106504,28.6406874,North Indian,200.0,No,No,No,1,2.7,Orange,Average,12
5422,Tadka 4986,New Delhi,Paharganj,77.2131708,28.6404495,"Chinese, Italian, North Indian",600.0,No,No,No,2,3.4,Orange,Average,37
5423,The Drunkyard Cafe,New Delhi,Paharganj,77.21558299,28.64141166,"North Indian, Chinese, Continental, Thai",850.0,Yes,No,No,2,3.0,Orange,Average,8
5424,The Gem Bar & Restaurant,New Delhi,Paharganj,77.21615497,28.64154113,"Continental, North Indian, Chinese",1400.0,Yes,No,No,3,3.2,Orange,Average,18
5425,The Indian Grill Restaurant,New Delhi,Paharganj,77.21508846,28.64598569,"North Indian, Continental",600.0,No,No,No,2,2.8,Orange,Average,10
5426,True Blue,New Delhi,Paharganj,77.217927,28.645035,"North Indian, Mughlai, Chinese",900.0,Yes,No,No,2,3.0,Orange,Average,11
5427,U Like,New Delhi,Paharganj,77.21109062,28.64525804,North Indian,600.0,No,No,No,2,3.0,Orange,Average,16
5428,Vaga Bond,New Delhi,Paharganj,77.21598167,28.64583167,"North Indian, Chinese, Continental",550.0,No,No,No,2,2.9,Orange,Average,7
5429,Vrinda Vaishno Dhaba,New Delhi,Paharganj,77.21702065,28.64058864,North Indian,200.0,No,No,No,1,2.8,Orange,Average,4
5430,White Heart Restro Bar,New Delhi,Paharganj,77.2106055,28.6405487,North Indian,1100.0,Yes,No,No,3,2.7,Orange,Average,13
5431,Haldiram Bhujiawala,New Delhi,Paharganj,77.21376009,28.64481668,"Street Food, North Indian, South Indian, Mithai",400.0,No,No,No,1,3.5,Yellow,Good,27
5432,Maa Bhagwati,New Delhi,Paharganj,77.21574157,28.6441564,North Indian,400.0,No,No,No,1,3.5,Yellow,Good,39
5433,Cafe Brownie,New Delhi,Paharganj,77.21521385,28.64588182,"Cafe, Italian",600.0,No,No,No,2,0.0,White,Not rated,3
5434,Cafexpress,New Delhi,Paharganj,77.20937222,28.65449722,Beverages,100.0,No,No,No,1,0.0,White,Not rated,1
5435,Mauja Hi Mauja,New Delhi,Paharganj,77.21249444,28.65731111,Street Food,100.0,No,No,No,1,0.0,White,Not rated,1
5436,Metro Bar & Family Restaurant,New Delhi,Paharganj,77.2093928,28.6387755,"North Indian, Chinese",1000.0,No,No,No,3,0.0,White,Not rated,2
5437,Bajaj Vaishno Dhaba,New Delhi,Paharganj,77.21832521,28.64217671,North Indian,400.0,No,No,No,1,2.2,Red,Poor,16
5438,Sita Ram Diwan Chand,New Delhi,Paharganj,77.2104544,28.6423212,Street Food,100.0,No,Yes,No,1,4.3,Green,Very Good,1317
5439,Aayush Food Plaza,New Delhi,Palam,77.0909272,28.590995,"Chinese, Fast Food",300.0,No,No,No,1,2.9,Orange,Average,5
5440,Ankit Fast Food Corner,New Delhi,Palam,77.081824,28.5999471,Chinese,200.0,No,No,No,1,2.9,Orange,Average,5
5441,Da Pizza Corner,New Delhi,Palam,77.0875177,28.5859879,"Fast Food, Pizza",600.0,No,No,No,2,3.0,Orange,Average,7
5442,Mughal Zaika Chicken Point,New Delhi,Palam,77.0816013,28.5988478,"North Indian, Mughlai, Chinese",400.0,No,No,No,1,2.9,Orange,Average,4
5443,Nawab Restaurant,New Delhi,Palam,77.0893327,28.5851308,"North Indian, Mughlai",400.0,No,No,No,1,2.9,Orange,Average,7
5444,New Bikaner Sweets,New Delhi,Palam,77.0818086,28.5990759,"Street Food, Desserts",200.0,No,No,No,1,3.0,Orange,Average,10
5445,Pizza Yum,New Delhi,Palam,77.0815144,28.5974151,"Pizza, Fast Food",650.0,No,No,No,2,2.7,Orange,Average,8
5446,Radhika Sweets,New Delhi,Palam,77.0909658,28.5910707,"Desserts, Street Food",100.0,No,No,No,1,2.9,Orange,Average,5
5447,Satguru Di Hatti,New Delhi,Palam,77.0811572,28.5899658,North Indian,200.0,No,No,No,1,2.8,Orange,Average,6
5448,Sher-E-Punjab,New Delhi,Palam,77.0892552,28.5852411,North Indian,450.0,No,No,No,1,3.0,Orange,Average,5
5449,Shudh Vaishno Amritsari Naan,New Delhi,Palam,77.0808459,28.5959508,North Indian,150.0,No,No,No,1,3.0,Orange,Average,6
5450,Sumit Sweets,New Delhi,Palam,77.0803073,28.5891867,"Mithai, Street Food",100.0,No,No,No,1,2.8,Orange,Average,6
5451,Aggarwal Bikaner Wala,New Delhi,Palam,77.0807273,28.5886994,"Mithai, Street Food",100.0,No,No,No,1,0.0,White,Not rated,2
5452,Aggarwal Sweet Centre,New Delhi,Palam,77.0830226,28.6054188,North Indian,150.0,No,No,No,1,0.0,White,Not rated,2
5453,Aggarwal Sweet India,New Delhi,Palam,77.0688245,28.6041636,Mithai,100.0,No,No,No,1,0.0,White,Not rated,2
5454,Aggarwal Sweets Centre,New Delhi,Palam,77.0818086,28.5990759,"Mithai, Street Food, North Indian, South Indian",200.0,No,No,No,1,0.0,White,Not rated,1
5455,Aggarwal Sweets,New Delhi,Palam,77.0976348,28.5955838,North Indian,300.0,No,No,No,1,0.0,White,Not rated,0
5456,Anupama Snacks and Sweets Corner,New Delhi,Palam,77.0842816,28.6106461,Mithai,100.0,No,No,No,1,0.0,White,Not rated,1
5457,Baba Ka Dhaba,New Delhi,Palam,77.0902799,28.5828978,North Indian,200.0,No,No,No,1,0.0,White,Not rated,0
5458,Balaji Eating Point,New Delhi,Palam,77.093073,28.5913425,North Indian,200.0,No,No,No,1,0.0,White,Not rated,1
5459,Bhagat Ji Sweets,New Delhi,Palam,77.10086,28.597615,Fast Food,200.0,No,No,No,1,0.0,White,Not rated,0
5460,Bikaner Sweet Corner,New Delhi,Palam,77.0889332,28.5901329,"Mithai, Street Food",100.0,No,No,No,1,0.0,White,Not rated,1
5461,Chavi Food Point,New Delhi,Palam,77.1007496,28.5974807,North Indian,350.0,No,No,No,1,0.0,White,Not rated,2
5462,Cook & Connect,New Delhi,Palam,77.0817653,28.6076275,"North Indian, Mughlai, Chinese",600.0,No,No,No,2,0.0,White,Not rated,1
5463,Dinesh Ka Mithila Dhaba,New Delhi,Palam,77.0688364,28.6029698,North Indian,150.0,No,No,No,1,0.0,White,Not rated,0
5464,Domino's Pizza,New Delhi,Palam,77.0851879,28.5872923,"Pizza, Fast Food",700.0,No,No,No,2,0.0,White,Not rated,1
5465,Flavors Of London,New Delhi,Palam,77.0907871,28.5912498,"Desserts, Ice Cream, Fast Food",200.0,No,No,No,1,0.0,White,Not rated,1
5466,Flavours Of London,New Delhi,Palam,77.0910041,28.5885001,"Ice Cream, Bakery",200.0,No,No,No,1,0.0,White,Not rated,0
5467,Foji Bhai Hotel,New Delhi,Palam,77.0864659,28.5931848,North Indian,100.0,No,No,No,1,0.0,White,Not rated,0
5468,Green Chilli,New Delhi,Palam,77.0819105,28.6003471,Chinese,200.0,No,No,No,1,0.0,White,Not rated,2
5469,Hook N Cook,New Delhi,Palam,77.07506843,28.59918909,Chinese,600.0,No,No,No,2,0.0,White,Not rated,2
5470,Hyderabadi & Muradabadi Chicken Corner,New Delhi,Palam,77.0821745,28.6048103,Mughlai,450.0,No,No,No,1,0.0,White,Not rated,1
5471,It's Pizza Town,New Delhi,Palam,77.1079132,28.6057682,"Pizza, Fast Food",500.0,No,No,No,2,0.0,White,Not rated,1
5472,ITO Ke Mashoor Chole Bhature,New Delhi,Palam,77.068718,28.6061412,Street Food,100.0,No,No,No,1,0.0,White,Not rated,1
5473,Janta Special Lassi Corner,New Delhi,Palam,77.0911161,28.583836,Street Food,150.0,No,No,No,1,0.0,White,Not rated,3
5474,Kairi The Royal Taste,New Delhi,Palam,77.083122,28.6093193,"North Indian, South Indian, Chinese",400.0,No,No,No,1,0.0,White,Not rated,0
5475,Kasba,New Delhi,Palam,77.0917506,28.5861677,Chinese,250.0,No,No,No,1,0.0,White,Not rated,0
5476,Kayasthas Food Junction,New Delhi,Palam,77.10199412,28.60761477,"Chinese, Fast Food",200.0,No,No,No,1,0.0,White,Not rated,1
5477,KGN Chicken Corner,New Delhi,Palam,77.0824439,28.6005361,Mughlai,350.0,No,No,No,1,0.0,White,Not rated,1
5478,Maggi Point,New Delhi,Palam,77.101591,28.6006231,"Chinese, North Indian",350.0,No,No,No,1,0.0,White,Not rated,0
5479,Momozone,New Delhi,Palam,77.076292,28.6069426,Fast Food,150.0,No,No,No,1,0.0,White,Not rated,0
5480,Munna Bakery,New Delhi,Palam,77.0927191,28.5912032,Bakery,100.0,No,No,No,1,0.0,White,Not rated,3
5481,N.S. Pizza Point,New Delhi,Palam,77.068668,28.6040477,Pizza,200.0,No,No,No,1,0.0,White,Not rated,0
5482,Nand Bhai Chholey Bhature,New Delhi,Palam,77.0902079,28.5845283,Street Food,100.0,No,No,No,1,0.0,White,Not rated,1
5483,New Lazeez Tandoor,New Delhi,Palam,77.0817069,28.6004059,"North Indian, Chinese",500.0,No,No,No,2,0.0,White,Not rated,2
5484,Pizza Day,New Delhi,Palam,77.0961177,28.5942717,"Pizza, Fast Food",500.0,No,No,No,2,0.0,White,Not rated,2
5485,Pizza Day,New Delhi,Palam,77.0909455,28.5871261,"Pizza, Fast Food",500.0,No,Yes,No,2,0.0,White,Not rated,2
5486,Pritam Tiffin Service,New Delhi,Palam,77.0875638,28.5867302,North Indian,100.0,No,No,No,1,0.0,White,Not rated,0
5488,Rastogi Sweets & Caterers,New Delhi,Palam,77.0899375,28.5848753,"Mithai, Street Food",100.0,No,No,No,1,0.0,White,Not rated,1
5489,Recipe Tadka,New Delhi,Palam,77.0849466,28.596432,North Indian,500.0,No,No,No,2,0.0,White,Not rated,3
5490,Sahi Pakde Hain,New Delhi,Palam,77.0918982,28.5865739,"North Indian, Mughlai, Chinese",550.0,No,No,No,2,0.0,White,Not rated,0
5491,Sher e Punjab Rasoi,New Delhi,Palam,77.0903881,28.5830299,North Indian,400.0,No,No,No,1,0.0,White,Not rated,1
5492,Shyam Rasoi,New Delhi,Palam,77.10665,28.6040693,North Indian,200.0,No,No,No,1,0.0,White,Not rated,1
5493,Subhan Chicken Biryani,New Delhi,Palam,77.0687114,28.6030799,Biryani,200.0,No,No,No,1,0.0,White,Not rated,1
5494,Surprise - Bakers & Bites,New Delhi,Palam,77.0847547,28.5962898,"Bakery, Fast Food",400.0,No,No,No,1,0.0,White,Not rated,0
5495,The Night Rider,New Delhi,Palam,77.08320702,28.60444754,"North Indian, Chinese",500.0,No,No,No,2,0.0,White,Not rated,1
5496,Vikram Ji Snacks,New Delhi,Palam,77.0909427,28.583969,Fast Food,200.0,No,No,No,1,0.0,White,Not rated,3
5497,Yadav Chaat Bhandar,New Delhi,Palam,77.0893623,28.5883368,Street Food,100.0,No,No,No,1,0.0,White,Not rated,1
5498,Yadav Ji Chholey Bhature,New Delhi,Palam,77.0686475,28.6062929,Street Food,50.0,No,No,No,1,0.0,White,Not rated,1
5499,Burger King,New Delhi,"Palate of Delhi, Chanakyapuri",77.1622219,28.5921535,"Burger, Fast Food",500.0,No,No,No,2,3.2,Orange,Average,10
5500,Chaayos,New Delhi,"Palate of Delhi, Chanakyapuri",77.1622219,28.5921535,"Cafe, Tea",400.0,No,Yes,No,1,3.2,Orange,Average,4
5501,Berco's,New Delhi,"Palate of Delhi, Chanakyapuri",77.1622219,28.5921535,"Chinese, Thai",900.0,No,No,No,2,0.0,White,Not rated,2
5502,Chicago Pizza,New Delhi,"Palate of Delhi, Chanakyapuri",77.162132,28.5921448,Pizza,600.0,No,No,No,2,0.0,White,Not rated,0
5503,Domino's Pizza,New Delhi,"Palate of Delhi, Chanakyapuri",77.1622219,28.5921535,"Pizza, Fast Food",700.0,No,No,No,2,0.0,White,Not rated,0
5504,Dunkin' Donuts,New Delhi,"Palate of Delhi, Chanakyapuri",77.1620421,28.5921362,"Burger, Desserts, Fast Food",600.0,No,No,No,2,0.0,White,Not rated,0
5505,Keventers,New Delhi,"Palate of Delhi, Chanakyapuri",77.162132,28.5921448,Beverages,400.0,No,No,No,1,0.0,White,Not rated,2
5506,Khan Chacha,New Delhi,"Palate of Delhi, Chanakyapuri",77.1622219,28.5921535,"Mughlai, North Indian",650.0,No,No,No,2,0.0,White,Not rated,1
5507,Wow! Momo,New Delhi,"Palate of Delhi, Chanakyapuri",77.162132,28.5921448,"Chinese, Fast Food",350.0,No,No,No,1,0.0,White,Not rated,0
5508,Aalis Kathi Kabab,New Delhi,Panchsheel Park,77.2300888,28.5438243,"Fast Food, North Indian",400.0,No,No,No,1,3.3,Orange,Average,46
5509,Dill's Chawla Chik Inn,New Delhi,Panchsheel Park,77.2301503,28.543918,"North Indian, Mughlai",550.0,No,Yes,No,2,3.4,Orange,Average,66
5510,Ipshita's Cakes Mamma Bakes,New Delhi,Panchsheel Park,77.2260944,28.5420321,Bakery,700.0,No,No,No,2,3.1,Orange,Average,11
5511,Big Wong,New Delhi,Panchsheel Park,77.2112423,28.5480806,"Chinese, Thai",900.0,No,Yes,No,2,4.3,Green,Very Good,108
5512,Giani's,New Delhi,Pandara Road Market,77.230028,28.6079937,"Ice Cream, Desserts",400.0,No,No,No,1,3.3,Orange,Average,39
5513,Baskin Robbins,New Delhi,Pandara Road Market,77.2297975,28.6079866,Ice Cream,300.0,No,No,No,1,3.5,Yellow,Good,39
5514,Chicken Inn,New Delhi,Pandara Road Market,77.2298169,28.6080413,"North Indian, Mughlai, Chinese",1500.0,Yes,Yes,No,3,3.6,Yellow,Good,447
5515,Ichiban,New Delhi,Pandara Road Market,77.2297892,28.6080707,"Chinese, Thai, Japanese",1200.0,Yes,Yes,No,3,3.9,Yellow,Good,768
5516,Krishna Di Kulfi,New Delhi,Pandara Road Market,77.2298329,28.6080468,"Ice Cream, Desserts",200.0,No,No,No,1,3.8,Yellow,Good,154
5517,Pindi,New Delhi,Pandara Road Market,77.2300185,28.6079765,"North Indian, Mughlai, Chinese",1700.0,Yes,Yes,No,3,3.8,Yellow,Good,337
5518,Veg Gulati,New Delhi,Pandara Road Market,77.2298055,28.6080723,North Indian,1200.0,No,Yes,No,3,3.8,Yellow,Good,600
5519,Chor Bizarre,New Delhi,Pandara Road Market,77.2305318,28.6081696,North Indian,1600.0,Yes,No,No,3,4.4,Green,Very Good,64
5520,Gulati,New Delhi,Pandara Road Market,77.229733,28.6081402,"North Indian, Mughlai",1500.0,No,Yes,No,3,4.4,Green,Very Good,4373
5521,Havemore,New Delhi,Pandara Road Market,77.2297998,28.6080483,North Indian,1500.0,Yes,No,No,3,4.1,Green,Very Good,1157
5522,Aggarwal Sweets,New Delhi,Pandav Nagar,77.2853799,28.619105,Street Food,250.0,No,No,No,1,2.9,Orange,Average,5
5523,Om Sai Dosa Corner,New Delhi,Pandav Nagar,77.2843146,28.6187643,"South Indian, Chinese",350.0,No,No,No,1,2.9,Orange,Average,4
5524,Angelena Restaurant,New Delhi,Pandav Nagar,77.2847393,28.6213874,"North Indian, Chinese",350.0,No,No,No,1,0.0,White,Not rated,0
5525,Chennai Dosa Express,New Delhi,Pandav Nagar,77.21252906,28.62789848,South Indian,300.0,No,No,No,1,0.0,White,Not rated,1
5528,Foodizm,New Delhi,Pandav Nagar,77.2858165,28.6192264,"North Indian, Chinese",250.0,No,No,No,1,0.0,White,Not rated,0
5529,Healthy Nutrienty,New Delhi,Pandav Nagar,77.2847055,28.6213699,"Beverages, Healthy Food",250.0,No,No,No,1,0.0,White,Not rated,0
5530,Kalka Ji Rasoi,New Delhi,Pandav Nagar,77.28373256,28.62103989,"Street Food, Chinese",200.0,No,No,No,1,0.0,White,Not rated,0
5531,Kolkata Biriyani On Call,New Delhi,Pandav Nagar,77.2847283,28.6213841,Biryani,500.0,No,No,No,2,0.0,White,Not rated,0
5532,Mahavir Sweets,New Delhi,Pandav Nagar,77.2835092,28.6180762,Mithai,250.0,No,No,No,1,0.0,White,Not rated,1
5533,Massi's Kitchen,New Delhi,Pandav Nagar,77.2857811,28.6238533,North Indian,200.0,No,No,No,1,0.0,White,Not rated,0
5534,New Shama Chicken Restaurant,New Delhi,Pandav Nagar,77.2849549,28.6210849,Biryani,350.0,No,No,No,1,0.0,White,Not rated,0
5535,Pizza King,New Delhi,Pandav Nagar,77.2842381,28.6185463,Pizza,600.0,No,No,No,2,0.0,White,Not rated,0
5536,Raj Shri,New Delhi,Pandav Nagar,77.2833786,28.6180657,North Indian,200.0,No,No,No,1,0.0,White,Not rated,0
5538,Sai Bhojanalay,New Delhi,Pandav Nagar,77.2847755,28.6185799,North Indian,300.0,No,No,No,1,0.0,White,Not rated,3
5539,Shree Balaji Caterers,New Delhi,Pandav Nagar,77.2843343,28.618738,"Mughlai, Fast Food",300.0,No,No,No,1,0.0,White,Not rated,1
5540,Smily Cakes,New Delhi,Pandav Nagar,77.29241386,28.62235249,Bakery,250.0,No,No,No,1,0.0,White,Not rated,0
5541,Zaika Restaurant,New Delhi,Pandav Nagar,77.280266,28.6193685,"Mughlai, North Indian",350.0,No,No,No,1,0.0,White,Not rated,0
5542,"34, Chowringhee Lane",New Delhi,Paschim Vihar,77.1028857,28.6725877,Fast Food,350.0,No,Yes,No,1,2.7,Orange,Average,30
5543,A Pizza House,New Delhi,Paschim Vihar,77.1029262,28.6726853,"Pizza, Fast Food",500.0,No,Yes,No,2,2.9,Orange,Average,38
5544,Amrit Family Rasoi,New Delhi,Paschim Vihar,77.1086886,28.6628265,"Chinese, North Indian",400.0,No,No,No,1,2.8,Orange,Average,53
5545,Bake Club,New Delhi,Paschim Vihar,77.1047423,28.6689519,"Bakery, Fast Food",250.0,No,Yes,No,1,3.1,Orange,Average,15
5546,Cafe Coffee Day,New Delhi,Paschim Vihar,77.1024553,28.6700417,Cafe,450.0,No,No,No,1,3.3,Orange,Average,40
5547,Cake O Frost,New Delhi,Paschim Vihar,77.090488,28.667271,Bakery,350.0,No,No,No,1,3.3,Orange,Average,14
5548,Chawla Kitchen,New Delhi,Paschim Vihar,77.0881856,28.6727831,"North Indian, Mughlai, Chinese",600.0,No,Yes,No,2,3.3,Orange,Average,49
5549,Cherry Fresh,New Delhi,Paschim Vihar,77.1088139,28.6704942,"Ice Cream, Desserts",200.0,No,Yes,No,1,3.3,Orange,Average,21
5550,Chocooze,New Delhi,Paschim Vihar,77.08939813,28.66483434,Bakery,300.0,No,No,No,1,3.2,Orange,Average,9
5551,Chuk Chuk Mail,New Delhi,Paschim Vihar,77.1041432,28.6755527,"Chinese, Fast Food",300.0,No,No,No,1,2.9,Orange,Average,44
5552,Da Pizza Bakers,New Delhi,Paschim Vihar,77.0876088,28.6800158,Pizza,500.0,No,Yes,No,2,3.1,Orange,Average,24
5553,Domino's Pizza,New Delhi,Paschim Vihar,77.1043703,28.6768613,"Pizza, Fast Food",700.0,No,No,No,2,3.2,Orange,Average,111
5554,Green Chick Chop,New Delhi,Paschim Vihar,77.1113214,28.6772543,"Raw Meats, North Indian, Fast Food",350.0,No,Yes,No,1,3.3,Orange,Average,51
5555,Grill Zone,New Delhi,Paschim Vihar,77.10953582,28.67279557,"Fast Food, Italian, Pizza",300.0,No,Yes,No,1,3.4,Orange,Average,23
5556,Grover Mithaivala,New Delhi,Paschim Vihar,77.1101679,28.6707476,"Mithai, Street Food",100.0,No,No,No,1,3.4,Orange,Average,46
5557,Hong Kong Express,New Delhi,Paschim Vihar,77.1044433,28.6764727,"Chinese, Thai",700.0,No,Yes,No,2,3.2,Orange,Average,50
5558,Hot Spot Roll Corner,New Delhi,Paschim Vihar,77.10151667,28.66980833,Fast Food,150.0,No,No,No,1,3.2,Orange,Average,34
5559,Jaiveer Naan & Chaap,New Delhi,Paschim Vihar,77.1005941,28.6625244,North Indian,400.0,No,Yes,No,1,3.4,Orange,Average,27
5560,Jaiveer Naan & Chaap,New Delhi,Paschim Vihar,77.1011865,28.6684312,North Indian,300.0,No,No,No,1,3.1,Orange,Average,27
5561,Kabab Hut,New Delhi,Paschim Vihar,77.091691,28.6645411,North Indian,600.0,No,Yes,No,2,2.9,Orange,Average,37
5562,Kabbaba,New Delhi,Paschim Vihar,77.10144192,28.67004128,"North Indian, Chinese, Fast Food",500.0,No,Yes,No,2,3.3,Orange,Average,31
5563,McDonald's,New Delhi,Paschim Vihar,77.0923895,28.6636449,"Fast Food, Burger",500.0,No,Yes,No,2,3.3,Orange,Average,94
5564,New Durga Corner,New Delhi,Paschim Vihar,77.1043454,28.6770198,South Indian,250.0,No,No,No,1,3.2,Orange,Average,37
5565,New Durga Dosa Corner,New Delhi,Paschim Vihar,77.0845702,28.6702286,"South Indian, Fast Food",300.0,No,Yes,No,1,3.0,Orange,Average,43
